% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
66.161	3	1	5	5176.71	0
66.201	3	1	5	3396.8	0
66.241	3	1	5	2028.13	0
66.281	3	1	5	1237.7	0
66.321	3	1	5	1096.82	0
66.361	3	1	5	1449.52	0
66.401	3	1	5	2010.32	0
66.441	3	1	5	2493.96	0
66.481	3	1	5	2661.28	0
66.521	3	1	5	28534	0
66.561	3	1	5	37498.4	0
66.601	3	1	5	21305.5	0
66.641	3	1	5	10346.8	0
66.681	3	1	5	4741.27	0
66.721	3	1	5	1879.72	0
66.761	3	1	5	686.775	0
66.801	3	1	5	1699.84	0
66.841	3	1	5	11725.6	0
66.881	3	1	5	31111.8	0
66.921	3	1	5	42918.4	0
66.961	3	1	5	23787.1	0
67.001	3	1	5	5492.01	0
67.041	3	1	5	1683.99	0
67.081	3	1	5	1463.19	0
67.121	3	1	5	1843.35	0
67.161	3	1	5	2890.55	0
67.201	3	1	5	5462.9	0
67.241	3	1	5	17518.9	0
67.281	3	1	5	30266.4	0
67.321	3	1	5	48586.3	0
67.361	3	1	5	56296	0
67.401	3	1	5	45098.2	0
67.441	3	1	5	44937.3	0
67.481	3	1	5	44401.5	0
67.521	3	1	5	1014.34	0
67.561	3	1	5	811.98	0
67.601	3	1	5	724.07	0
67.641	3	1	5	616.819	0
67.681	3	1	5	506.299	0
67.721	3	1	5	428.598	0
67.761	3	1	5	391.834	0
67.801	3	1	5	459.284	0
67.841	3	1	5	1046.82	0
67.881	3	1	5	6121.02	0
67.921	3	1	5	14861.8	0
67.961	3	1	5	6961.5	0
68.001	3	1	5	3957.02	0
68.041	3	1	5	4785.83	0
68.081	3	1	5	7263.24	0
68.121	3	1	5	12575.9	0
68.161	3	1	5	31107.6	0
68.201	3	1	5	50149.9	0
68.241	3	1	5	80940.8	0
68.281	3	1	5	101835	0
68.321	3	1	5	126846	0
68.361	3	1	5	111420	0
68.401	3	1	5	72180.4	0
68.441	3	1	5	18852	0
68.481	3	1	5	3833.45	0
68.521	3	1	5	3089.36	0
68.561	3	1	5	2137.05	0
68.601	3	1	5	1249.34	0
68.641	3	1	5	1203.08	0
68.681	3	1	5	1702.01	0
68.721	3	1	5	3697.48	0
68.761	3	1	5	16028.7	0
68.801	3	1	5	25880.5	0
68.841	3	1	5	5924.53	0
68.881	3	1	5	2648.04	0
68.921	3	1	5	1701.15	0
68.961	3	1	5	1370.19	0
69.001	3	1	5	2391.29	0
69.041	3	1	5	3141.59	0
69.081	3	1	5	3814.91	0
69.121	3	1	5	4647.86	0
69.161	3	1	5	6543.48	0
69.201	3	1	5	14250.5	0
69.241	3	1	5	48956.4	0
69.281	3	1	5	78349.2	0
69.321	3	1	5	104060	0
69.361	3	1	5	115002	0
69.401	3	1	5	104743	0
69.441	3	1	5	78510.2	0
69.481	3	1	5	50352.6	0
69.521	3	1	5	5978.04	0
69.561	3	1	5	6572.36	0
69.601	3	1	5	5141.74	0
69.641	3	1	5	3711.58	0
69.681	3	1	5	4953.03	0
69.721	3	1	5	11052	0
69.761	3	1	5	22061.6	0
69.801	3	1	5	21462.7	0
69.841	3	1	5	10113.5	0
69.881	3	1	5	3663.78	0
69.921	3	1	5	1356.64	0
69.961	3	1	5	1547.52	0
70.001	3	1	5	2115.34	0
70.041	3	1	5	8999.28	0
70.081	3	1	5	8480.41	0
70.121	3	1	5	7631.92	0
70.161	3	1	5	6715.77	0
70.201	3	1	5	5604.77	0
70.241	3	1	5	3992.88	0
70.281	3	1	5	1652.4	0
70.321	3	1	5	1066.59	0
70.361	3	1	5	4213.63	0
70.401	3	1	5	5558.37	0
70.441	3	1	5	5308.84	0
70.481	3	1	5	4395.62	0
70.521	3	1	5	8040.01	0
70.561	3	1	5	18470	0
70.601	3	1	5	15848.1	0
70.641	3	1	5	10126.5	0
70.681	3	1	5	2296.39	0
70.721	4	1	1	13053.9	0
70.761	4	1	1	15110.8	0
70.801	4	1	1	13245.3	0
70.841	4	1	1	7791.63	0
70.881	4	1	1	4190.88	0
70.921	4	1	1	3540.33	0
70.961	4	1	1	5485.09	0
71.001	4	1	1	6622.48	0
71.041	4	1	1	6324.3	0
71.081	4	1	1	11374.9	0
71.121	4	1	1	12999.6	0
71.161	3	1	6	5573.23	0
71.201	3	1	6	6391.15	0
71.241	3	1	6	8050.65	0
71.281	3	1	6	8128.93	0
71.321	3	1	6	4844.19	0
71.361	3	1	6	2588.78	0
71.401	3	1	6	1660.89	0
71.441	3	1	6	1271.3	0
71.481	3	1	6	1152	0
71.521	3	1	6	4722.52	0
71.561	3	1	6	6274.75	0
71.601	3	1	6	6364.17	0
71.641	3	1	6	4604.96	0
71.681	3	1	6	3549.92	0
71.721	3	1	6	8040.61	0
71.761	3	1	6	18880.7	0
71.801	3	1	6	28482.3	0
71.841	3	1	6	27706.7	0
71.881	3	1	6	18566.8	0
71.921	3	1	6	8931.58	0
71.961	3	1	6	3695.73	0
72.001	3	1	6	2264.36	0
72.041	3	1	6	4355.4	0
72.081	3	1	6	8769.36	0
72.121	3	1	6	11708.9	0
72.161	3	1	6	7792.84	0
72.201	3	1	6	3562.77	0
72.241	3	1	6	1927.12	0
72.281	3	1	6	2387.68	0
72.321	3	1	6	3947.31	0
72.361	3	1	6	6286.77	0
72.401	3	1	6	9680.12	0
72.441	3	1	6	15242.2	0
72.481	4	1	2	4480.32	0
72.521	4	1	2	3626.09	0
72.561	4	1	2	2220.16	0
72.601	4	1	2	3186.63	0
72.641	4	1	2	7219.29	0
72.681	4	1	2	10906.1	0
72.721	4	1	2	12081.8	0
72.761	4	1	2	10288.6	0
72.801	4	1	2	6116.61	0
72.841	4	1	2	4668.3	0
72.881	4	1	2	4835.63	0
72.921	3	1	7	1698.08	0
72.961	3	1	7	1898.12	0
73.001	3	1	7	538.862	0
73.041	3	1	7	1975.07	0
73.081	3	1	7	2598.42	0
73.121	3	1	7	3019.28	0
73.161	3	1	7	3229.32	0
73.201	3	1	7	3320.97	0
73.241	3	1	7	4536.35	0
73.281	3	1	7	6715.07	0
73.321	3	1	7	9207.05	0
73.361	3	1	7	11136.9	0
73.401	3	1	7	11631.2	0
73.441	3	1	7	10009.8	0
73.481	3	1	7	6128.55	0
73.521	3	1	7	15334.2	0
73.561	3	1	7	30609.3	0
73.601	3	1	7	44684.6	0
73.641	3	1	7	31987.5	0
73.681	3	1	7	17620.2	0
73.721	3	1	7	8213.68	0
73.761	3	1	7	2535.07	0
73.801	3	1	7	875.265	0
73.841	3	1	7	7040.18	0
73.881	3	1	7	18285.1	0
73.921	3	1	7	24663.6	0
73.961	3	1	7	23266.5	0
74.001	3	1	7	6476.79	0
74.041	4	1	3	6660.69	0
74.081	4	1	3	11031.6	0
74.121	4	1	3	17043.9	0
74.161	4	1	3	11930.8	0
74.201	4	1	3	6533.07	0
74.241	4	1	3	2916.73	0
74.281	4	1	3	1772.26	0
74.321	4	1	3	2257.01	0
74.361	4	1	3	2867.86	0
74.401	4	1	3	2050.95	0
74.441	4	1	3	1206.54	0
74.481	4	1	3	1350.19	0
74.521	3	1	8	9477.31	0
74.561	3	1	8	7143.03	0
74.601	3	1	8	4020.14	0
74.641	3	1	8	2368.79	0
74.681	3	1	8	2084.33	0
74.721	3	1	8	2866.77	0
74.761	3	1	8	3191.7	0
74.801	3	1	8	4846.76	0
74.841	3	1	8	8611.93	0
74.881	3	1	8	7939.47	0
74.921	3	1	8	6159.31	0
74.961	3	1	8	5441.95	0
75.001	3	1	8	1068.23	0
75.041	3	1	8	1777.81	0
75.081	3	1	8	3113.56	0
75.121	3	1	8	3968	0
75.161	4	1	4	11887.5	0
75.201	4	1	4	9691.87	0
75.241	4	1	4	9071.85	0
75.281	4	1	4	10390.7	0
75.321	4	1	4	15545.5	0
75.361	4	1	4	9730.05	0
75.401	4	1	4	4959.09	0
75.441	4	1	4	2116.38	0
75.481	4	1	4	719.894	0
75.521	3	1	9	14140.2	0
75.561	3	1	9	10038.8	0
75.601	3	1	9	5651.66	0
75.641	3	1	9	1402.47	0
75.681	3	1	9	778.443	0
75.721	3	1	9	1365.93	0
75.761	3	1	9	2454.67	0
75.801	3	1	9	3856.3	0
75.841	3	1	9	5410.16	0
75.881	3	1	9	6764.24	0
75.921	3	1	9	7267.3	0
75.961	3	1	9	6373.29	0
76.001	3	1	9	5732.02	0
76.041	3	1	9	4135.93	0
76.081	3	1	9	5256.37	0
76.121	3	1	9	6546.93	0
76.161	3	1	9	6969.86	0
76.201	3	1	9	4827.48	0
76.241	3	1	9	1541.76	0
76.281	3	1	9	312.801	0
76.321	3	1	9	700.945	0
76.361	3	1	9	1673.34	0
76.401	3	1	9	2825.82	0
76.441	3	1	9	3959.43	0
76.481	3	1	9	4286.04	0
76.521	3	1	9	7254.68	0
76.561	3	1	9	12741.3	0
76.601	3	1	9	24033.4	0
76.641	3	1	9	35600.5	0
76.681	3	1	9	25292.8	0
76.721	3	1	9	11450.8	0
76.761	3	1	9	4646.53	0
76.801	3	1	9	1582.47	0
76.841	4	1	5	6224.47	0
76.881	4	1	5	16456.1	0
76.921	4	1	5	23069	0
76.961	4	1	5	26540.5	0
77.001	4	1	5	1890.3	0
77.041	4	1	5	2017.96	0
77.081	4	1	5	2875.98	0
77.121	4	1	5	4490.45	0
77.161	4	1	5	8011.68	0
77.201	4	1	5	13215.2	0
77.241	4	1	5	8370.06	0
77.281	4	1	5	3160.62	0
77.321	4	1	5	1480.73	0
77.361	4	1	5	964.699	0
77.401	4	1	5	852.111	0
77.441	4	1	5	906.637	0
77.481	4	1	5	1002.05	0
77.521	4	1	5	16759.2	0
77.561	4	1	5	14659.2	0
77.601	4	1	5	13683.3	0
77.641	4	1	5	13985.5	0
77.681	4	1	5	12585.3	0
77.721	4	1	5	11045.8	0
77.761	4	1	5	10984.3	0
77.801	4	1	5	11526.6	0
77.841	4	1	5	12031.4	0
77.881	4	1	5	7051.19	0
77.921	4	1	5	3525.31	0
77.961	4	1	5	5761.84	0
78.001	4	1	5	5407.2	0
78.041	3	1	10	1703.27	0
78.081	3	1	10	2061.54	0
78.121	3	1	10	2050.77	0
78.161	3	1	10	2022.49	0
78.201	3	1	10	2027.24	0
78.241	3	1	10	2077.46	0
78.281	3	1	10	2236.17	0
78.321	3	1	10	2803.6	0
78.361	3	1	10	2419.03	0
78.401	3	1	10	1557.54	0
78.441	3	1	10	1361.14	0
78.481	3	1	10	640.517	0
78.521	3	1	10	4623.93	0
78.561	3	1	10	2930.81	0
78.601	3	1	10	2609.88	0
78.641	3	1	10	3204.82	0
78.681	3	1	10	2913.87	0
78.721	3	1	10	1715.03	0
78.761	3	1	10	874.042	0
78.801	3	1	10	419.042	0
78.841	3	1	10	1024.14	0
78.881	3	1	10	4241.18	0
78.921	3	1	10	9079.92	0
78.961	3	1	10	14443.9	0
79.001	3	1	10	26961.4	0
79.041	3	1	10	24882.4	0
79.081	3	1	10	34211.7	0
79.121	3	1	10	51696.8	0
79.161	3	1	10	37660.3	0
79.201	3	1	10	20413.2	0
79.241	3	1	10	9859.09	0
79.281	3	1	10	7936.53	0
79.321	3	1	10	7899.05	0
79.361	4	1	6	4658.38	0
79.401	4	1	6	5789.72	0
79.441	4	1	6	6402.63	0
79.481	4	1	6	6217.42	0
79.521	4	1	6	9824.75	0
79.561	4	1	6	8743.13	0
79.601	4	1	6	7960	0
79.641	4	1	6	5100.02	0
79.681	4	1	6	4496.96	0
79.721	4	1	6	13412.7	0
79.761	4	1	6	19209	0
79.801	4	1	6	22052.2	0
79.841	4	1	6	22431.1	0
79.881	4	1	6	19783.4	0
79.921	4	1	6	13769.7	0
79.961	4	1	6	5868.42	0
80.001	4	1	6	2648.75	0
80.041	4	1	6	2154.14	0
80.081	4	1	6	2633.75	0
80.121	4	1	6	4003.29	0
80.161	4	1	6	6044.34	0
80.201	4	1	6	7362.41	0
80.241	4	1	6	6320.28	0
80.281	4	1	6	4282.74	0
80.321	4	1	6	2779.01	0
80.361	4	1	6	1945.6	0
80.401	4	1	6	1539.25	0
80.441	4	1	6	1421.88	0
80.481	4	1	6	1912.31	0
80.521	4	1	6	5954.1	0
80.561	4	1	6	1706.96	0
80.601	4	1	6	439.992	0
80.641	4	1	6	1107.33	0
80.681	4	1	6	1404.24	0
80.721	4	1	6	1381.67	0
80.761	4	1	6	1178.35	0
80.801	4	1	6	817.241	0
80.841	4	1	6	330.359	0
80.881	4	1	6	578.17	0
80.921	4	1	6	1603.06	0
80.961	4	1	6	1797.88	0
81.001	4	1	6	2454.73	0
81.041	4	1	6	2665.99	0
81.081	4	1	6	1889.45	0
81.121	4	1	6	1369.07	0
81.161	4	1	6	1324.48	0
81.201	4	1	6	7743.87	0
81.241	4	1	6	36043.4	0
81.281	4	1	6	9190.41	0
81.321	4	1	6	4312.56	0
81.361	4	1	6	2578.79	0
81.401	4	1	6	1538.57	0
81.441	4	1	6	747.238	0
81.481	4	1	6	204.194	0
81.521	4	1	6	13407.6	0
81.561	4	1	6	9211.96	0
81.601	4	1	6	5833.55	0
81.641	4	1	6	10530.8	0
81.681	4	1	6	23880	0
81.721	4	1	6	65729.4	0
81.761	4	1	6	127858	0
81.801	4	1	6	122921	0
81.841	4	1	6	51289.6	0
81.881	4	1	6	18624.9	0
81.921	4	1	6	8805.19	0
81.961	4	1	6	5488.66	0
82.001	4	1	6	21692	0
82.041	4	1	6	10288.8	0
82.081	4	1	6	1910.89	0
82.121	4	1	6	448.333	0
82.161	4	1	6	188.604	0
82.201	4	1	6	323.468	0
82.241	4	1	6	866.919	0
82.281	4	1	6	2705.99	0
82.321	4	1	6	9869.2	0
82.361	4	1	6	18270.4	0
82.401	4	1	6	12442.9	0
82.441	4	1	6	8661.03	0
82.481	4	1	6	6985.45	0
82.521	4	1	6	1416.5	0
82.561	4	1	6	2900.28	0
82.601	4	1	6	4035.52	0
82.641	4	1	6	4641.45	0
82.681	4	1	6	5021.8	0
82.721	4	1	6	5371.32	0
82.761	4	1	6	5876.15	0
82.801	4	1	6	7647.17	0
82.841	4	1	6	9960.62	0
82.881	4	1	6	17024.7	0
82.921	4	1	6	20017.1	0
82.961	4	1	6	30731.3	0
83.001	4	1	6	17861.4	0
83.041	4	1	6	10626.2	0
83.081	4	1	6	25339.6	0
83.121	4	1	6	9954.07	0
83.161	4	1	6	3763.82	0
83.201	4	1	6	1731.46	0
83.241	4	1	6	855.214	0
83.281	4	1	6	496.395	0
83.321	4	1	6	813.843	0
83.361	4	1	6	4685.46	0
83.401	4	1	6	52265	0
83.441	4	1	6	16542.4	0
83.481	4	1	6	5595.29	0
83.521	4	1	6	919.453	0
83.561	4	1	6	1388.93	0
83.601	4	1	6	2917.91	0
83.641	4	1	6	5949.25	0
83.681	4	1	6	8186.01	0
83.721	4	1	6	5981.12	0
83.761	4	1	6	3087.92	0
83.801	4	1	6	1760.6	0
83.841	4	1	6	1996.93	0
83.881	4	1	6	4255.52	0
83.921	4	1	6	10012.3	0
83.961	4	1	6	19272	0
84.001	4	1	6	3304.74	0
84.041	4	1	6	534.956	0
84.081	4	1	6	585.547	0
84.121	4	1	6	1098.31	0
84.161	4	1	6	2912.6	0
84.201	4	1	6	7192.18	0
84.241	4	1	6	10768.4	0
84.281	4	1	6	9788.42	0
84.321	4	1	6	7502.23	0
84.361	4	1	6	5821.48	0
84.401	4	1	6	4915.87	0
84.441	4	1	6	4623.16	0
84.481	4	1	6	4883.81	0
84.521	4	1	6	1613.08	0
84.561	4	1	6	2535.62	0
84.601	4	1	6	4197.96	0
84.641	4	1	6	6608.7	0
84.681	4	1	6	9077.38	0
84.721	4	1	6	8619.97	0
84.761	4	1	6	4686.96	0
84.801	4	1	6	1687.97	0
84.841	4	1	6	503.813	0
84.881	4	1	6	311.334	0
84.921	4	1	6	680.237	0
84.961	4	1	6	1638.02	0
85.001	4	1	6	1045.39	0
85.041	4	1	6	383.403	0
85.081	4	1	6	604.938	0
85.121	4	1	6	1003.25	0
85.161	4	1	6	1326.83	0
85.201	4	1	6	1403.01	0
85.241	4	1	6	1096.96	0
85.281	4	1	6	671.693	0
85.321	4	1	6	8918.09	0
85.361	4	1	6	47231.3	0
85.401	4	1	6	42894.6	0
85.441	4	1	6	26577.8	0
85.481	4	1	6	20005.6	0
85.521	4	1	6	13210.2	0
85.561	4	1	6	12328.1	0
85.601	4	1	6	10094.8	0
85.641	4	1	6	6259.36	0
85.681	4	1	6	5478.48	0
85.721	4	1	6	5586.53	0
85.761	4	1	6	5511.84	0
85.801	4	1	6	5340.06	0
85.841	4	1	6	5218.62	0
85.881	4	1	6	5384.88	0
85.921	4	1	6	6619.77	0
85.961	4	1	6	12035.1	0
86.001	4	1	6	26925.1	0
86.041	4	1	6	11811.8	0
86.081	4	1	6	11486.3	0
86.121	4	1	6	6542.74	0
86.161	4	1	6	3456.62	0
86.201	4	1	6	3637.39	0
86.241	4	1	6	3951.1	0
86.281	4	1	6	3995.88	0
86.321	4	1	6	3839.84	0
86.361	4	1	6	3585.13	0
86.401	4	1	6	3675.34	0
86.441	4	1	6	7907.99	0
86.481	4	1	6	28837.7	0
86.521	4	1	6	4461.49	0
86.561	4	1	6	4994.35	0
86.601	4	1	6	6402.4	0
86.641	4	1	6	9375.62	0
86.681	4	1	6	13567.7	0
86.721	4	1	6	12736	0
86.761	4	1	6	6417.72	0
86.801	4	1	6	2618.73	0
86.841	4	1	6	2750.93	0
86.881	4	1	6	9781.79	0
86.921	4	1	6	27717.6	0
86.961	4	1	6	33416	0
87.001	4	1	6	10345.6	0
87.041	4	1	6	5196.57	0
87.081	4	1	6	4311.27	0
87.121	4	1	6	3865.45	0
87.161	4	1	6	3778.61	0
87.201	4	1	6	3883.34	0
87.241	4	1	6	4136.2	0
87.281	4	1	6	4883.52	0
87.321	4	1	6	7142.67	0
87.361	4	1	6	12733.2	0
87.401	4	1	6	20105.5	0
87.441	4	1	6	12318.3	0
87.481	4	1	6	4278.04	0
87.521	4	1	6	6939.04	0
87.561	4	1	6	6942.27	0
87.601	4	1	6	7305.88	0
87.641	4	1	6	7402.68	0
87.681	4	1	6	6417.41	0
87.721	4	1	6	9253.7	0
87.761	4	1	6	17546.7	0
87.801	4	1	6	21437.5	0
87.841	4	1	6	25132.7	0
87.881	4	1	6	30173.5	0
87.921	4	1	6	37872.5	0
87.961	4	1	6	49699.1	0
88.001	4	1	6	16269	0
88.041	4	1	6	9728.47	0
88.081	4	1	6	2294.3	0
88.121	4	1	6	517.67	0
88.161	4	1	6	521.2	0
88.201	4	1	6	1131.45	0
88.241	4	1	6	2263.71	0
88.281	4	1	6	4432.37	0
88.321	4	1	6	9710.36	0
88.361	4	1	6	28681.2	0
88.401	4	1	6	67237.5	0
88.441	4	1	6	18194.3	0
88.481	4	1	6	5846.21	0
88.521	4	1	6	7134.06	0
88.561	4	1	6	15884.3	0
88.601	4	1	6	19947.4	0
88.641	4	1	6	15792.2	0
88.681	4	1	6	9884.89	0
88.721	4	1	6	5071.78	0
88.761	4	1	6	2463.12	0
88.801	4	1	6	6947.93	0
88.841	4	1	6	55552.3	0
88.881	4	1	6	249667	0
88.921	4	1	6	155122	0
88.961	4	1	6	80517.1	0
89.001	4	1	6	2766.78	0
89.041	4	1	6	1643.49	0
89.081	4	1	6	2763.13	0
89.121	4	1	6	5320.79	0
89.161	4	1	6	12303.4	0
89.201	4	1	6	36532.3	0
89.241	4	1	6	24030.5	0
89.281	4	1	6	2855.6	0
89.321	4	1	6	76.7574	0
89.361	4	1	6	533.719	0
89.401	4	1	6	2227.87	0
89.441	4	1	6	4834.76	0
89.481	4	1	6	7790.39	0
89.521	4	1	6	13525.5	0
89.561	4	1	6	18919.6	0
89.601	4	1	6	23983.4	0
89.641	4	1	6	18306.4	0
89.681	4	1	6	7259.96	0
89.721	4	1	6	2427.07	0
89.761	4	1	6	1748.41	0
89.801	4	1	6	3908.49	0
89.841	4	1	6	11590.8	0
89.881	4	1	6	32148.5	0
89.921	4	1	6	25329.8	0
89.961	4	1	6	8294.53	0
90.001	4	1	6	999.483	0
90.041	4	1	6	699.482	0
90.081	4	1	6	1732.25	0
90.121	4	1	6	6409.96	0
90.161	4	1	6	6817.12	0
90.201	4	1	6	3103.67	0
90.241	4	1	6	2294.05	0
90.281	4	1	6	2528.71	0
90.321	4	1	6	3739.15	0
90.361	4	1	6	7537.89	0
90.401	4	1	6	26483.4	0
90.441	4	1	6	105945	0
90.481	4	1	6	14911.5	0
90.521	4	1	6	6355.8	0
90.561	4	1	6	12043.7	0
90.601	4	1	6	27184.9	0
90.641	4	1	6	66965.3	0
90.681	4	1	6	27403.8	0
90.721	4	1	6	5373.37	0
90.761	4	1	6	1084.34	0
90.801	4	1	6	286.823	0
90.841	4	1	6	1043.8	0
90.881	4	1	6	3266.37	0
90.921	4	1	6	3735.34	0
90.961	4	1	6	2569.75	0
91.001	4	1	6	1658.08	0
91.041	4	1	6	3039.92	0
91.081	4	1	6	2415.58	0
91.121	4	1	6	3534.06	0
91.161	4	1	6	5846.35	0
91.201	4	1	6	9846.9	0
91.241	4	1	6	17258.1	0
91.281	4	1	6	33495.5	0
91.321	4	1	6	78665.4	0
91.361	4	1	6	120657	0
91.401	4	1	6	41767.1	0
91.441	4	1	6	11027.3	0
91.481	4	1	6	4245.94	0
91.521	4	1	6	1914.75	0
91.561	4	1	6	1792.47	0
91.601	4	1	6	1960.23	0
91.641	4	1	6	2405.65	0
91.681	4	1	6	3115.9	0
91.721	4	1	6	3624.48	0
91.761	4	1	6	3011.46	0
91.801	4	1	6	1754.21	0
91.841	4	1	6	867.634	0
91.881	4	1	6	477.433	0
91.921	4	1	6	494.723	0
91.961	4	1	6	1030.77	0
92.001	4	1	6	2217.28	0
92.041	4	1	6	1724.37	0
92.081	4	1	6	1015.55	0
92.121	4	1	6	865.212	0
92.161	4	1	6	1041.17	0
92.201	4	1	6	1704.78	0
92.241	4	1	6	3648.64	0
92.281	4	1	6	8821.35	0
92.321	4	1	6	18903.4	0
92.361	4	1	6	28255.4	0
92.401	4	1	6	30369.7	0
92.441	4	1	6	26228.5	0
92.481	4	1	6	11809.7	0
92.521	4	1	6	14550.3	0
92.561	4	1	6	16022.4	0
92.601	4	1	6	8810.15	0
92.641	4	1	6	7531.95	0
92.681	4	1	6	8166.68	0
92.721	4	1	6	10243.7	0
92.761	4	1	6	14082	0
92.801	4	1	6	20071.3	0
92.841	4	1	6	23681.4	0
92.881	4	1	6	14247.3	0
92.921	4	1	6	5161.08	0
92.961	4	1	6	1927.13	0
93.001	4	1	6	2291.33	0
93.041	4	1	6	5646.83	0
93.081	4	1	6	8457.77	0
93.121	4	1	6	10766.1	0
93.161	4	1	6	12018.9	0
93.201	4	1	6	12146.8	0
93.241	4	1	6	11386.7	0
93.281	4	1	6	10229.1	0
93.321	4	1	6	10304	0
93.361	4	1	6	13477.2	0
93.401	4	1	6	15971.9	0
93.441	4	1	6	15727	0
93.481	4	1	6	13677	0
93.521	4	1	6	7032.31	0
93.561	4	1	6	7768.07	0
93.601	4	1	6	7738.24	0
93.641	4	1	6	7049.21	0
93.681	4	1	6	5943.12	0
93.721	4	1	6	4627.01	0
93.761	4	1	6	3379.71	0
93.801	4	1	6	2846.66	0
93.841	4	1	6	4180.61	0
93.881	4	1	6	8900.96	0
93.921	4	1	6	18731.6	0
93.961	4	1	6	32586.5	0
94.001	4	1	6	2572.82	0
94.041	4	1	6	678.296	0
94.081	4	1	6	1005.61	0
94.121	4	1	6	1484.95	0
94.161	4	1	6	694.623	0
94.201	4	1	6	242.579	0
94.241	4	1	6	153.291	0
94.281	4	1	6	221.593	0
94.321	4	1	6	414.587	0
94.361	4	1	6	749.16	0
94.401	4	1	6	1238.78	0
94.441	4	1	6	1770.93	0
94.481	4	1	6	1902.67	0
94.521	4	1	6	2872.54	0
94.561	4	1	6	3779.34	0
94.601	4	1	6	5281.49	0
94.641	4	1	6	7659.15	0
94.681	4	1	6	10394.2	0
94.721	4	1	6	10578.1	0
94.761	4	1	6	7699.09	0
94.801	4	1	6	4814.13	0
94.841	4	1	6	2774.54	0
94.881	4	1	6	1384.39	0
94.921	4	1	6	632.577	0
94.961	4	1	6	724.85	0
95.001	4	1	6	1874.39	0
95.041	4	1	6	1185.51	0
95.081	4	1	6	1808.43	0
95.121	4	1	6	4586.56	0
95.161	4	1	6	10067.6	0
95.201	4	1	6	19397	0
95.241	4	1	6	32377.6	0
95.281	4	1	6	37132	0
95.321	4	1	6	27677	0
95.361	4	1	6	23583.1	0
95.401	4	1	6	24744.1	0
95.441	4	1	6	16812.2	0
95.481	4	1	6	9172.52	0
95.521	4	1	6	3423.3	0
95.561	4	1	6	8109.34	0
95.601	4	1	6	22551.7	0
95.641	4	1	6	37519.8	0
95.681	4	1	6	20133.5	0
95.721	4	1	6	9049.56	0
95.761	4	1	6	4506.37	0
95.801	4	1	6	2465.76	0
95.841	4	1	6	1532.99	0
95.881	4	1	6	1228.61	0
95.921	4	1	6	1393.42	0
95.961	4	1	6	2027.37	0
96.001	4	1	6	16711.6	0
96.041	4	1	6	10098.3	0
96.081	4	1	6	10122.2	0
96.121	4	1	6	12426	0
96.161	4	1	6	19095.2	0
96.201	4	1	6	38239.4	0
96.241	4	1	6	52326.6	0
96.281	4	1	6	39164.7	0
96.321	4	1	6	21750.9	0
96.361	4	1	6	5188.18	0
96.401	4	1	6	726.023	0
96.441	4	1	6	301.326	0
96.481	4	1	6	1003.75	0
96.521	4	1	6	8851.75	0
96.561	4	1	6	7111.33	0
96.601	4	1	6	15670.4	0
96.641	4	1	6	17100.6	0
96.681	4	1	6	5101.98	0
96.721	4	1	6	2301.22	0
96.761	4	1	6	1066.93	0
96.801	4	1	6	359.294	0
96.841	4	1	6	65.4279	0
96.881	4	1	6	1529.86	0
96.921	4	1	6	23019.1	0
96.961	4	1	6	7839.15	0
97.001	4	1	6	885.976	0
97.041	4	1	6	4761.98	0
97.081	4	1	6	14584.7	0
97.121	4	1	6	17274.8	0
97.161	4	1	6	13574.3	0
97.201	4	1	6	9515.3	0
97.241	4	1	6	5767.8	0
97.281	4	1	6	3055.01	0
97.321	4	1	6	3068.59	0
97.361	4	1	6	4633.09	0
97.401	4	1	6	5362.17	0
97.441	4	1	6	5058.41	0
97.481	4	1	6	4135.19	0
97.521	4	1	6	4429.62	0
97.561	4	1	6	4874.91	0
97.601	4	1	6	4938.27	0
97.641	4	1	6	3168.4	0
97.681	4	1	6	1406.54	0
97.721	4	1	6	482.705	0
97.761	4	1	6	428.58	0
97.801	4	1	6	1185.62	0
97.841	4	1	6	2570.85	0
97.881	4	1	6	4218.92	0
97.921	4	1	6	5682.65	0
97.961	4	1	6	6742.89	0
98.001	4	1	6	9066.94	0
98.041	4	1	6	38099.8	0
98.081	4	1	6	42208.6	0
98.121	4	1	6	32483.6	0
98.161	4	1	6	22251.3	0
98.201	4	1	6	13926	0
98.241	4	1	6	7443	0
98.281	4	1	6	2945	0
98.321	4	1	6	702.851	0
98.361	4	1	6	955.865	0
98.401	4	1	6	4721.08	0
98.441	4	1	6	16796.6	0
98.481	4	1	6	21297	0
98.521	4	1	6	13241.2	0
98.561	4	1	6	12737.9	0
98.601	4	1	6	14935.9	0
98.641	4	1	6	16680.5	0
98.681	4	1	6	17061	0
98.721	4	1	6	15839.9	0
98.761	4	1	6	12904.1	0
98.801	4	1	6	8499.94	0
98.841	4	1	6	4846.7	0
98.881	4	1	6	12374.6	0
98.921	4	1	6	34758.7	0
98.961	4	1	6	62298.7	0
99.001	4	1	6	43569.8	0
99.041	4	1	6	29885.5	0
99.081	4	1	6	16789	0
99.121	4	1	6	10206.5	0
99.161	4	1	6	10830.6	0
99.201	4	1	6	16621.8	0
99.241	4	1	6	31963.3	0
99.281	4	1	6	44958.8	0
99.321	4	1	6	50409.5	0
